Model,Feature_Subset,Feature_Label,Channel_Config,Class_Type,Month,Accuracy,F1_Macro,Kappa,MAE,N,N_Features,Group
NaiveBayes,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,3class,Mes 1,0.4561224489795918,0.42673055037904867,0.2014712716777144,14.89795918367347,980,35,C
LogisticRegression,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,3class,Mes 1,0.6163265306122448,0.5348828860082643,0.37664095276762755,10.714285714285714,980,35,C
MLP,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,3class,Mes 1,0.45,0.41584340098349976,0.17084212376933894,15.428571428571429,980,35,C
DecisionTree,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,3class,Mes 1,0.5285714285714286,0.4395013034003454,0.219605355690076,13.071428571428571,980,35,C
SVM,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,2class,Mes 1,0.7454545454545455,0.7451175107580271,0.4902772031443938,7.636363636363637,880,35,C
kNN,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,2class,Mes 1,0.7022727272727273,0.7017165272020658,0.4063851699279094,8.931818181818182,880,35,C
RandomForest,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,2class,Mes 1,0.7443181818181818,0.7435867550903856,0.487524588466715,7.670454545454546,880,35,C
NaiveBayes,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,2class,Mes 1,0.6715909090909091,0.6707298915682149,0.3418355727624687,9.852272727272727,880,35,C
LogisticRegression,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,2class,Mes 1,0.740909090909091,0.7404747614809909,0.4810461844065552,7.7727272727272725,880,35,C
MLP,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,2class,Mes 1,0.6193181818181818,0.6183201165237093,0.2413168351485454,11.420454545454545,880,35,C
DecisionTree,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,2class,Mes 1,0.6420454545454546,0.6418007652438198,0.2836024562201501,10.738636363636363,880,35,C
SVM,A1_RS,Rescaled Range,All-16,3class,Mes 3,0.43272727272727274,0.40353793424288176,0.1504950495049504,14.545454545454545,1100,1,A
kNN,A1_RS,Rescaled Range,All-16,3class,Mes 3,0.4709090909090909,0.4262087187152838,0.18466632705043295,13.827272727272728,1100,1,A
RandomForest,A1_RS,Rescaled Range,All-16,3class,Mes 3,0.4218181818181818,0.3787506430445036,0.08763693270735518,15.736363636363636,1100,1,A
NaiveBayes,A1_RS,Rescaled Range,All-16,3class,Mes 3,0.43636363636363634,0.40958527119551974,0.16544297601566316,14.7,1100,1,A
LogisticRegression,A1_RS,Rescaled Range,All-16,3class,Mes 3,0.39181818181818184,0.37341107224301084,0.09282544378698232,16.763636363636362,1100,1,A
MLP,A1_RS,Rescaled Range,All-16,3class,Mes 3,0.39545454545454545,0.37806866555639834,0.11952335098700051,15.818181818181818,1100,1,A
DecisionTree,A1_RS,Rescaled Range,All-16,3class,Mes 3,0.43454545454545457,0.3891030390267938,0.1141895390989126,15.018181818181818,1100,1,A
SVM,A1_RS,Rescaled Range,All-16,2class,Mes 3,0.614,0.6136971385566283,0.22799999999999998,11.58,1000,1,A
kNN,A1_RS,Rescaled Range,All-16,2class,Mes 3,0.616,0.6078687667472714,0.23199999999999998,11.52,1000,1,A
RandomForest,A1_RS,Rescaled Range,All-16,2class,Mes 3,0.557,0.5569463905132521,0.11399999999999999,13.29,1000,1,A
NaiveBayes,A1_RS,Rescaled Range,All-16,2class,Mes 3,0.595,0.5867848700004795,0.18999999999999995,12.15,1000,1,A
LogisticRegression,A1_RS,Rescaled Range,All-16,2class,Mes 3,0.526,0.524812030075188,0.052000000000000046,14.22,1000,1,A
MLP,A1_RS,Rescaled Range,All-16,2class,Mes 3,0.573,0.5726884899091438,0.14600000000000002,12.81,1000,1,A
DecisionTree,A1_RS,Rescaled Range,All-16,2class,Mes 3,0.582,0.5818645241058102,0.16400000000000003,12.54,1000,1,A
SVM,A2_Higuchi,Higuchi,All-16,3class,Mes 3,0.5581818181818182,0.49519150642959825,0.30858768753233323,11.354545454545455,1100,1,A
kNN,A2_Higuchi,Higuchi,All-16,3class,Mes 3,0.5218181818181818,0.4681057755707099,0.2642421159715157,11.663636363636364,1100,1,A
RandomForest,A2_Higuchi,Higuchi,All-16,3class,Mes 3,0.5054545454545455,0.44073495101729937,0.22326064382139155,12.945454545454545,1100,1,A
NaiveBayes,A2_Higuchi,Higuchi,All-16,3class,Mes 3,0.47909090909090907,0.4341788088260821,0.20215189873417727,12.9,1100,1,A
LogisticRegression,A2_Higuchi,Higuchi,All-16,3class,Mes 3,0.4390909090909091,0.400145461707601,0.15247252747252749,14.1,1100,1,A
MLP,A2_Higuchi,Higuchi,All-16,3class,Mes 3,0.4890909090909091,0.4251740887552211,0.21825998988366213,12.454545454545455,1100,1,A
DecisionTree,A2_Higuchi,Higuchi,All-16,3class,Mes 3,0.49272727272727274,0.437949699264599,0.21948118006103756,12.809090909090909,1100,1,A
SVM,A2_Higuchi,Higuchi,All-16,2class,Mes 3,0.715,0.71496551082681,0.43000000000000005,8.55,1000,1,A
kNN,A2_Higuchi,Higuchi,All-16,2class,Mes 3,0.698,0.6957497652638918,0.396,9.06,1000,1,A
RandomForest,A2_Higuchi,Higuchi,All-16,2class,Mes 3,0.671,0.6709970389733508,0.34199999999999997,9.87,1000,1,A
NaiveBayes,A2_Higuchi,Higuchi,All-16,2class,Mes 3,0.657,0.6569831921764167,0.31399999999999995,10.29,1000,1,A
LogisticRegression,A2_Higuchi,Higuchi,All-16,2class,Mes 3,0.63,0.6299940799052786,0.26,11.1,1000,1,A
MLP,A2_Higuchi,Higuchi,All-16,2class,Mes 3,0.678,0.6773753987720226,0.356,9.66,1000,1,A
DecisionTree,A2_Higuchi,Higuchi,All-16,2class,Mes 3,0.684,0.683919083285321,0.368,9.48,1000,1,A
SVM,A3_DFA,DFA,All-16,3class,Mes 3,0.47454545454545455,0.43787510591592654,0.20802192326855995,13.590909090909092,1100,1,A
kNN,A3_DFA,DFA,All-16,3class,Mes 3,0.44636363636363635,0.4067499054557689,0.15202531645569628,14.345454545454546,1100,1,A
RandomForest,A3_DFA,DFA,All-16,3class,Mes 3,0.4309090909090909,0.377503439644272,0.10245046923879031,15.263636363636364,1100,1,A
NaiveBayes,A3_DFA,DFA,All-16,3class,Mes 3,0.44,0.4097520576101043,0.15215215215215205,14.818181818181818,1100,1,A
LogisticRegression,A3_DFA,DFA,All-16,3class,Mes 3,0.42454545454545456,0.39545406135153766,0.13438587767279953,15.381818181818181,1100,1,A
MLP,A3_DFA,DFA,All-16,3class,Mes 3,0.39,0.3647198205020507,0.14690245030050852,15.190909090909091,1100,1,A
DecisionTree,A3_DFA,DFA,All-16,3class,Mes 3,0.42363636363636364,0.3792164844548151,0.11542364282090312,14.845454545454546,1100,1,A
SVM,A3_DFA,DFA,All-16,2class,Mes 3,0.646,0.6451127819548872,0.29200000000000004,10.62,1000,1,A
kNN,A3_DFA,DFA,All-16,2class,Mes 3,0.601,0.5960225943854228,0.20199999999999996,11.97,1000,1,A
RandomForest,A3_DFA,DFA,All-16,2class,Mes 3,0.565,0.5649891247281182,0.13,13.05,1000,1,A
NaiveBayes,A3_DFA,DFA,All-16,2class,Mes 3,0.596,0.5931291190641164,0.19199999999999995,12.12,1000,1,A
LogisticRegression,A3_DFA,DFA,All-16,2class,Mes 3,0.603,0.6025671956760913,0.20599999999999996,11.91,1000,1,A
MLP,A3_DFA,DFA,All-16,2class,Mes 3,0.581,0.5741311615038964,0.16200000000000003,12.57,1000,1,A
DecisionTree,A3_DFA,DFA,All-16,2class,Mes 3,0.585,0.5843678234594819,0.17000000000000004,12.45,1000,1,A
SVM,A4_Semivariograma,Semivariograma,All-16,3class,Mes 3,0.4990909090909091,0.45322795166191027,0.2397139989964877,12.8,1100,1,A
kNN,A4_Semivariograma,Semivariograma,All-16,3class,Mes 3,0.5036363636363637,0.45585546651541914,0.22563176895306858,13.036363636363637,1100,1,A
RandomForest,A4_Semivariograma,Semivariograma,All-16,3class,Mes 3,0.47,0.4204939135822172,0.168438796680498,14.281818181818181,1100,1,A
NaiveBayes,A4_Semivariograma,Semivariograma,All-16,3class,Mes 3,0.47454545454545455,0.43417706677092344,0.1785529715762274,13.518181818181818,1100,1,A
LogisticRegression,A4_Semivariograma,Semivariograma,All-16,3class,Mes 3,0.48727272727272725,0.44141039654785974,0.1892315734448511,13.581818181818182,1100,1,A
MLP,A4_Semivariograma,Semivariograma,All-16,3class,Mes 3,0.44,0.40873623363893213,0.17042115572967675,14.327272727272728,1100,1,A
DecisionTree,A4_Semivariograma,Semivariograma,All-16,3class,Mes 3,0.4672727272727273,0.4213784451318175,0.17231638418079098,14.263636363636364,1100,1,A
SVM,A4_Semivariograma,Semivariograma,All-16,2class,Mes 3,0.651,0.650521564021145,0.30200000000000005,10.47,1000,1,A
kNN,A4_Semivariograma,Semivariograma,All-16,2class,Mes 3,0.641,0.6382620051167285,0.28200000000000003,10.77,1000,1,A
RandomForest,A4_Semivariograma,Semivariograma,All-16,2class,Mes 3,0.61,0.6099438319117954,0.21999999999999997,11.7,1000,1,A
NaiveBayes,A4_Semivariograma,Semivariograma,All-16,2class,Mes 3,0.623,0.6223651958942984,0.246,11.31,1000,1,A
LogisticRegression,A4_Semivariograma,Semivariograma,All-16,2class,Mes 3,0.621,0.6209147058088069,0.242,11.37,1000,1,A
MLP,A4_Semivariograma,Semivariograma,All-16,2class,Mes 3,0.627,0.625949291559992,0.254,11.19,1000,1,A
DecisionTree,A4_Semivariograma,Semivariograma,All-16,2class,Mes 3,0.623,0.6223651958942984,0.246,11.31,1000,1,A
SVM,A5_Promedio,Promedio,All-16,3class,Mes 3,0.4081818181818182,0.37409447154511666,0.100828729281768,15.1,1100,1,A
kNN,A5_Promedio,Promedio,All-16,3class,Mes 3,0.41363636363636364,0.3736338534333674,0.10507063572149344,15.245454545454546,1100,1,A
RandomForest,A5_Promedio,Promedio,All-16,3class,Mes 3,0.39636363636363636,0.3587399678972713,0.06358974358974367,15.690909090909091,1100,1,A
NaiveBayes,A5_Promedio,Promedio,All-16,3class,Mes 3,0.38727272727272727,0.3625864067040538,0.10024271844660193,15.927272727272728,1100,1,A
LogisticRegression,A5_Promedio,Promedio,All-16,3class,Mes 3,0.41909090909090907,0.3891495291212545,0.11473551637279589,15.672727272727272,1100,1,A
MLP,A5_Promedio,Promedio,All-16,3class,Mes 3,0.3518181818181818,0.3369365555484167,0.08118556701030932,16.69090909090909,1100,1,A
DecisionTree,A5_Promedio,Promedio,All-16,3class,Mes 3,0.4090909090909091,0.37526618662943484,0.08940397350993368,15.263636363636364,1100,1,A
SVM,A5_Promedio,Promedio,All-16,2class,Mes 3,0.619,0.6153811209671802,0.238,11.43,1000,1,A
kNN,A5_Promedio,Promedio,All-16,2class,Mes 3,0.627,0.618761824260444,0.254,11.19,1000,1,A
RandomForest,A5_Promedio,Promedio,All-16,2class,Mes 3,0.545,0.5449777039074915,0.08999999999999997,13.65,1000,1,A
NaiveBayes,A5_Promedio,Promedio,All-16,2class,Mes 3,0.573,0.5604458952131838,0.14600000000000002,12.81,1000,1,A
LogisticRegression,A5_Promedio,Promedio,All-16,2class,Mes 3,0.566,0.5654368061007065,0.132,13.02,1000,1,A
MLP,A5_Promedio,Promedio,All-16,2class,Mes 3,0.571,0.5707317073170732,0.14200000000000002,12.87,1000,1,A
DecisionTree,A5_Promedio,Promedio,All-16,2class,Mes 3,0.591,0.5880234695676261,0.18200000000000005,12.27,1000,1,A
SVM,A6_HO,Hurst Original,All-16,3class,Mes 3,0.4381818181818182,0.40671262820811577,0.16813509544787075,14.354545454545455,1100,1,A
kNN,A6_HO,Hurst Original,All-16,3class,Mes 3,0.4536363636363636,0.41424489455033847,0.1614662607813293,14.272727272727273,1100,1,A
RandomForest,A6_HO,Hurst Original,All-16,3class,Mes 3,0.4445454545454545,0.3998464774396188,0.13611825192802052,14.654545454545454,1100,1,A
NaiveBayes,A6_HO,Hurst Original,All-16,3class,Mes 3,0.3663636363636364,0.35448338511331823,0.097575329566855,16.045454545454547,1100,1,A
LogisticRegression,A6_HO,Hurst Original,All-16,3class,Mes 3,0.3881818181818182,0.36740828685915,0.09719512195121938,16.263636363636362,1100,1,A
MLP,A6_HO,Hurst Original,All-16,3class,Mes 3,0.3481818181818182,0.33145737963497823,0.10659265971907561,16.19090909090909,1100,1,A
DecisionTree,A6_HO,Hurst Original,All-16,3class,Mes 3,0.4390909090909091,0.3991336856796228,0.1365139949109414,14.818181818181818,1100,1,A
SVM,A6_HO,Hurst Original,All-16,2class,Mes 3,0.647,0.6458493645855384,0.29400000000000004,10.59,1000,1,A
kNN,A6_HO,Hurst Original,All-16,2class,Mes 3,0.628,0.6236097845267197,0.256,11.16,1000,1,A
RandomForest,A6_HO,Hurst Original,All-16,2class,Mes 3,0.603,0.6029805460467563,0.20599999999999996,11.91,1000,1,A
NaiveBayes,A6_HO,Hurst Original,All-16,2class,Mes 3,0.579,0.5709471062369615,0.15800000000000003,12.63,1000,1,A
LogisticRegression,A6_HO,Hurst Original,All-16,2class,Mes 3,0.518,0.5179055094798581,0.03600000000000003,14.46,1000,1,A
MLP,A6_HO,Hurst Original,All-16,2class,Mes 3,0.591,0.5905541134295247,0.18200000000000005,12.27,1000,1,A
DecisionTree,A6_HO,Hurst Original,All-16,2class,Mes 3,0.596,0.5958965495166764,0.19199999999999995,12.12,1000,1,A
SVM,A7_HRS_p64,HRS p64,All-16,3class,Mes 3,0.4072727272727273,0.385941272891805,0.15264650283553882,14.763636363636364,1100,1,A
kNN,A7_HRS_p64,HRS p64,All-16,3class,Mes 3,0.42363636363636364,0.3853709150662339,0.11407520325203246,14.963636363636363,1100,1,A
RandomForest,A7_HRS_p64,HRS p64,All-16,3class,Mes 3,0.3981818181818182,0.3524602338450101,0.055267254800207555,16.581818181818182,1100,1,A
NaiveBayes,A7_HRS_p64,HRS p64,All-16,3class,Mes 3,0.38181818181818183,0.3683117670733742,0.12494150678521299,15.654545454545454,1100,1,A
LogisticRegression,A7_HRS_p64,HRS p64,All-16,3class,Mes 3,0.36454545454545456,0.3469961677259057,0.08551379638439593,17.01818181818182,1100,1,A
MLP,A7_HRS_p64,HRS p64,All-16,3class,Mes 3,0.3327272727272727,0.328922237767217,0.10209074733096091,16.827272727272728,1100,1,A
DecisionTree,A7_HRS_p64,HRS p64,All-16,3class,Mes 3,0.39181818181818184,0.35225142069977483,0.06706389452332662,16.318181818181817,1100,1,A
SVM,A7_HRS_p64,HRS p64,All-16,2class,Mes 3,0.641,0.6409910247756194,0.28200000000000003,10.77,1000,1,A
kNN,A7_HRS_p64,HRS p64,All-16,2class,Mes 3,0.62,0.6149964944417652,0.24,11.4,1000,1,A
RandomForest,A7_HRS_p64,HRS p64,All-16,2class,Mes 3,0.556,0.555955595559556,0.11199999999999999,13.32,1000,1,A
NaiveBayes,A7_HRS_p64,HRS p64,All-16,2class,Mes 3,0.605,0.6009290775197793,0.20999999999999996,11.85,1000,1,A
LogisticRegression,A7_HRS_p64,HRS p64,All-16,2class,Mes 3,0.537,0.5365546289984675,0.07399999999999995,13.89,1000,1,A
MLP,A7_HRS_p64,HRS p64,All-16,2class,Mes 3,0.587,0.5858366150516802,0.17400000000000004,12.39,1000,1,A
DecisionTree,A7_HRS_p64,HRS p64,All-16,2class,Mes 3,0.596,0.5952860846533286,0.19199999999999995,12.12,1000,1,A
SVM,A8_HV,Hurst Semivariograma,All-16,3class,Mes 3,0.4990909090909091,0.45322795166191027,0.2397139989964877,12.8,1100,1,A
kNN,A8_HV,Hurst Semivariograma,All-16,3class,Mes 3,0.5036363636363637,0.45585546651541914,0.22563176895306858,13.036363636363637,1100,1,A
RandomForest,A8_HV,Hurst Semivariograma,All-16,3class,Mes 3,0.47,0.4204939135822172,0.168438796680498,14.281818181818181,1100,1,A
NaiveBayes,A8_HV,Hurst Semivariograma,All-16,3class,Mes 3,0.47454545454545455,0.43417706677092344,0.1785529715762274,13.518181818181818,1100,1,A
LogisticRegression,A8_HV,Hurst Semivariograma,All-16,3class,Mes 3,0.48727272727272725,0.44141039654785974,0.1892315734448511,13.581818181818182,1100,1,A
MLP,A8_HV,Hurst Semivariograma,All-16,3class,Mes 3,0.44,0.40873623363893213,0.17042115572967675,14.327272727272728,1100,1,A
DecisionTree,A8_HV,Hurst Semivariograma,All-16,3class,Mes 3,0.4672727272727273,0.4213784451318175,0.17231638418079098,14.263636363636364,1100,1,A
SVM,A8_HV,Hurst Semivariograma,All-16,2class,Mes 3,0.651,0.650521564021145,0.30200000000000005,10.47,1000,1,A
kNN,A8_HV,Hurst Semivariograma,All-16,2class,Mes 3,0.641,0.6382620051167285,0.28200000000000003,10.77,1000,1,A
RandomForest,A8_HV,Hurst Semivariograma,All-16,2class,Mes 3,0.61,0.6099438319117954,0.21999999999999997,11.7,1000,1,A
NaiveBayes,A8_HV,Hurst Semivariograma,All-16,2class,Mes 3,0.623,0.6223651958942984,0.246,11.31,1000,1,A
LogisticRegression,A8_HV,Hurst Semivariograma,All-16,2class,Mes 3,0.621,0.6209147058088069,0.242,11.37,1000,1,A
MLP,A8_HV,Hurst Semivariograma,All-16,2class,Mes 3,0.627,0.625949291559992,0.254,11.19,1000,1,A
DecisionTree,A8_HV,Hurst Semivariograma,All-16,2class,Mes 3,0.623,0.6223651958942984,0.246,11.31,1000,1,A
SVM,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 3,0.5763636363636364,0.5139578610708796,0.3290575916230366,10.3,1100,7,A
kNN,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 3,0.5709090909090909,0.5140160001934148,0.3285049146404553,10.363636363636363,1100,7,A
RandomForest,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 3,0.6463636363636364,0.5569247165898442,0.40799667957941343,8.936363636363636,1100,7,A
NaiveBayes,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 3,0.5127272727272727,0.470313594921834,0.25555555555555554,12.281818181818181,1100,7,A
LogisticRegression,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 3,0.5563636363636364,0.5046547834861631,0.2944269190325973,11.39090909090909,1100,7,A
MLP,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 3,0.519090909090909,0.4780918326547307,0.26042196237925774,11.936363636363636,1100,7,A
DecisionTree,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 3,0.5827272727272728,0.5037625365412614,0.31062261059530305,10.7,1100,7,A
SVM,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 3,0.726,0.7259605383175177,0.45199999999999996,8.22,1000,7,A
kNN,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 3,0.736,0.7335443446805762,0.472,7.92,1000,7,A
RandomForest,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 3,0.752,0.7519513824709643,0.504,7.44,1000,7,A
NaiveBayes,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 3,0.68,0.6798450450017809,0.36,9.6,1000,7,A
LogisticRegression,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 3,0.69,0.6897207486738064,0.38,9.3,1000,7,A
MLP,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 3,0.661,0.6609915247881197,0.32199999999999995,10.17,1000,7,A
DecisionTree,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 3,0.717,0.7169657528560955,0.43400000000000005,8.49,1000,7,A
SVM,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 3,0.6072727272727273,0.5424036874668295,0.3984810126582279,9.690909090909091,1100,16,B
kNN,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 3,0.53,0.4748290869179308,0.2851935646053293,12.027272727272727,1100,16,B
RandomForest,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 3,0.6627272727272727,0.5565740408721055,0.4306640625000001,9.00909090909091,1100,16,B
NaiveBayes,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 3,0.5136363636363637,0.47381745386619567,0.2847593582887701,12.081818181818182,1100,16,B
LogisticRegression,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 3,0.5709090909090909,0.5022497859647622,0.3350409836065573,11.245454545454546,1100,16,B
MLP,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 3,0.5,0.4499607059895611,0.24033149171270718,12.972727272727273,1100,16,B
DecisionTree,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 3,0.5954545454545455,0.4972089008314897,0.3220221606648199,11.136363636363637,1100,16,B
SVM,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 3,0.799,0.7981471718008586,0.598,6.03,1000,16,B
kNN,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 3,0.723,0.71738125676576,0.44599999999999995,8.31,1000,16,B
RandomForest,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 3,0.777,0.7766603003167818,0.554,6.69,1000,16,B
NaiveBayes,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 3,0.702,0.6983500354286871,0.404,8.94,1000,16,B
LogisticRegression,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 3,0.73,0.7298173565330164,0.45999999999999996,8.1,1000,16,B
MLP,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 3,0.704,0.70395736986126,0.40800000000000003,8.88,1000,16,B
DecisionTree,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 3,0.713,0.7129514888016075,0.42600000000000005,8.61,1000,16,B
SVM,B2_HO_pc,HO (per-channel),All-16,3class,Mes 3,0.5881818181818181,0.4953562845923682,0.3363079381992541,10.463636363636363,1100,16,B
kNN,B2_HO_pc,HO (per-channel),All-16,3class,Mes 3,0.52,0.45635710918511824,0.2561475409836066,12.10909090909091,1100,16,B
RandomForest,B2_HO_pc,HO (per-channel),All-16,3class,Mes 3,0.62,0.5307843635119439,0.35889570552147243,10.10909090909091,1100,16,B
NaiveBayes,B2_HO_pc,HO (per-channel),All-16,3class,Mes 3,0.46454545454545454,0.426513949053602,0.196950917203768,13.690909090909091,1100,16,B
LogisticRegression,B2_HO_pc,HO (per-channel),All-16,3class,Mes 3,0.5863636363636363,0.5072091954145875,0.3414473684210526,11.418181818181818,1100,16,B
MLP,B2_HO_pc,HO (per-channel),All-16,3class,Mes 3,0.48454545454545456,0.4163106155842769,0.17368839427662952,13.672727272727272,1100,16,B
DecisionTree,B2_HO_pc,HO (per-channel),All-16,3class,Mes 3,0.5381818181818182,0.4667592282631164,0.22902869757174404,12.518181818181818,1100,16,B
SVM,B2_HO_pc,HO (per-channel),All-16,2class,Mes 3,0.755,0.7536140791954746,0.51,7.35,1000,16,B
kNN,B2_HO_pc,HO (per-channel),All-16,2class,Mes 3,0.695,0.6872920620371539,0.39,9.15,1000,16,B
RandomForest,B2_HO_pc,HO (per-channel),All-16,2class,Mes 3,0.715,0.7148217636022514,0.43000000000000005,8.55,1000,16,B
NaiveBayes,B2_HO_pc,HO (per-channel),All-16,2class,Mes 3,0.648,0.6413667188315075,0.29600000000000004,10.56,1000,16,B
LogisticRegression,B2_HO_pc,HO (per-channel),All-16,2class,Mes 3,0.742,0.7415865384615384,0.484,7.74,1000,16,B
MLP,B2_HO_pc,HO (per-channel),All-16,2class,Mes 3,0.678,0.6778956381867725,0.356,9.66,1000,16,B
DecisionTree,B2_HO_pc,HO (per-channel),All-16,2class,Mes 3,0.678,0.678,0.356,9.66,1000,16,B
SVM,B3_HV_pc,HV (per-channel),All-16,3class,Mes 3,0.6072727272727273,0.5424036874668295,0.3984810126582279,9.690909090909091,1100,16,B
kNN,B3_HV_pc,HV (per-channel),All-16,3class,Mes 3,0.53,0.4748290869179308,0.2851935646053293,12.027272727272727,1100,16,B
RandomForest,B3_HV_pc,HV (per-channel),All-16,3class,Mes 3,0.6627272727272727,0.5565740408721055,0.4306640625000001,9.00909090909091,1100,16,B
NaiveBayes,B3_HV_pc,HV (per-channel),All-16,3class,Mes 3,0.5136363636363637,0.47381745386619567,0.2847593582887701,12.081818181818182,1100,16,B
LogisticRegression,B3_HV_pc,HV (per-channel),All-16,3class,Mes 3,0.5709090909090909,0.5022497859647622,0.3350409836065573,11.245454545454546,1100,16,B
MLP,B3_HV_pc,HV (per-channel),All-16,3class,Mes 3,0.5,0.4499607059895611,0.24033149171270718,12.972727272727273,1100,16,B
DecisionTree,B3_HV_pc,HV (per-channel),All-16,3class,Mes 3,0.5954545454545455,0.4972089008314897,0.3220221606648199,11.136363636363637,1100,16,B
SVM,B3_HV_pc,HV (per-channel),All-16,2class,Mes 3,0.799,0.7981471718008586,0.598,6.03,1000,16,B
kNN,B3_HV_pc,HV (per-channel),All-16,2class,Mes 3,0.723,0.71738125676576,0.44599999999999995,8.31,1000,16,B
RandomForest,B3_HV_pc,HV (per-channel),All-16,2class,Mes 3,0.777,0.7766603003167818,0.554,6.69,1000,16,B
NaiveBayes,B3_HV_pc,HV (per-channel),All-16,2class,Mes 3,0.702,0.6983500354286871,0.404,8.94,1000,16,B
LogisticRegression,B3_HV_pc,HV (per-channel),All-16,2class,Mes 3,0.73,0.7298173565330164,0.45999999999999996,8.1,1000,16,B
MLP,B3_HV_pc,HV (per-channel),All-16,2class,Mes 3,0.704,0.70395736986126,0.40800000000000003,8.88,1000,16,B
DecisionTree,B3_HV_pc,HV (per-channel),All-16,2class,Mes 3,0.713,0.7129514888016075,0.42600000000000005,8.61,1000,16,B
SVM,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 3,0.6272727272727273,0.536716807346194,0.40875721027792344,9.027272727272727,1100,48,B
kNN,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 3,0.5481818181818182,0.4914672828191244,0.30551321138211385,11.181818181818182,1100,48,B
RandomForest,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 3,0.6727272727272727,0.5610536107788119,0.44350758853288363,8.6,1100,48,B
NaiveBayes,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 3,0.5045454545454545,0.4647729855381905,0.2706812652068127,12.263636363636364,1100,48,B
LogisticRegression,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 3,0.6336363636363637,0.539914402882628,0.4092484008528785,9.645454545454545,1100,48,B
MLP,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 3,0.51,0.4625372346878945,0.2547762694821518,12.554545454545455,1100,48,B
DecisionTree,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 3,0.5863636363636363,0.4849559633823593,0.3009776536312849,11.190909090909091,1100,48,B
SVM,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mes 3,0.813,0.8124732373236421,0.626,5.61,1000,48,B
kNN,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mes 3,0.719,0.7131338746017308,0.43799999999999994,8.43,1000,48,B
RandomForest,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mes 3,0.79,0.7898983107824187,0.5800000000000001,6.3,1000,48,B
