Month,Model,Params,Pooled_Accuracy,Patient_Accuracy_Mean,Patient_Accuracy_Std,Pooled_Baseline,Patient_Baseline
Mes 6,LogisticRegression,"C=0.01, solver=lbfgs",0.7711386696730552,0.771045119758355,0.06422675366774784,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=0.01, solver=newton-cholesky",0.7711386696730552,0.771045119758355,0.06422675366774784,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=0.01, solver=saga",0.7711386696730552,0.771045119758355,0.06422675366774784,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=0.05, solver=lbfgs",0.8173618940248027,0.8172894573629867,0.053649106163209954,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=0.05, solver=newton-cholesky",0.8173618940248027,0.8172894573629867,0.053649106163209954,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=0.05, solver=saga",0.8173618940248027,0.8172894573629867,0.053649106163209954,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=0.1, solver=lbfgs",0.8275084554678692,0.8274911131528779,0.054931422045296247,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=0.1, solver=newton-cholesky",0.8275084554678692,0.8274911131528779,0.054931422045296247,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=0.1, solver=saga",0.8275084554678692,0.8274911131528779,0.054931422045296247,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=0.5, solver=lbfgs",0.8354002254791432,0.8354302791802792,0.05608027997844989,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=0.5, solver=newton-cholesky",0.8342728297632469,0.8343041530541531,0.05441291028541231,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=0.5, solver=saga",0.8342728297632469,0.8343041530541531,0.05441291028541231,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=1, solver=lbfgs",0.8331454340473506,0.8332083738333739,0.05619191447276286,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=1, solver=newton-cholesky",0.8331454340473506,0.8332083738333739,0.05619191447276286,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=1, solver=saga",0.8320180383314544,0.8320720101970102,0.05579347501098777,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=5, solver=lbfgs",0.8365276211950394,0.8366223311995371,0.05387422132700825,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=5, solver=newton-cholesky",0.8365276211950394,0.8366223311995371,0.05387422132700825,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=5, solver=saga",0.8399098083427283,0.8400111299008358,0.053991223162544205,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=10, solver=lbfgs",0.830890642615558,0.831042110545787,0.05160115758308076,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=10, solver=newton-cholesky",0.8342728297632469,0.8344204889241655,0.05629332677207117,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=10, solver=saga",0.8365276211950394,0.8366376643031055,0.050118843303264764,0.8331454340473506,0.8332083738333739
